B01,B03,B04,B06,B08,B11
1313.8146853146852,1665.3426573426573,1784.6223776223776,2148.7237762237764,2244.465034965035,2450.923076923077
1312.1795774647887,1687.774647887324,1801.838028169014,2192.81338028169,2303.669014084507,2467.0457746478874
1319.3079710144928,1713.9130434782608,1814.713768115942,2261.554347826087,2379.355072463768,2481.518115942029
1326.1655172413793,1717.2413793103449,1810.4551724137932,2280.4103448275864,2401.544827586207,2474.0793103448277
1320.5156794425086,1678.355400696864,1758.3902439024391,2270.5505226480836,2380.1393728222997,2426.02787456446
1310.588028169014,1622.7147887323943,1694.0985915492959,2246.8204225352115,2344.404929577465,2376.8838028169016
1294.3719298245614,1558.5859649122808,1623.2666666666667,2204.7508771929824,2296.4210526315787,2314.357894736842
1272.1340206185566,1517.9656357388317,1582.1993127147766,2168.8350515463917,2259.893470790378,2269.6082474226805
1255.8402777777778,1521.1145833333333,1586.3854166666667,2153.465277777778,2257.4791666666665,2242.5069444444443
1230.0281690140846,1532.7992957746478,1598.5,2155.542253521127,2252.605633802817,2226.2147887323945
1209.1003460207612,1515.4602076124568,1582.9688581314879,2130.6989619377164,2232.2076124567475,2197.59169550173
1197.5896551724138,1505.8586206896553,1573.5793103448275,2107.506896551724,2202.3310344827587,2158.706896551724
1192.4006968641115,1481.1149825783973,1552.341463414634,2088.581881533101,2168.8710801393727,2124.547038327526
1188.0349650349651,1457.506993006993,1529.7762237762238,2062.1748251748254,2154.3566433566434,2091.2482517482517
1211.9298245614036,1446.778947368421,1523.8456140350877,2049.0561403508773,2138.919298245614,2072.3368421052633
1222.2,1439.1929824561403,1517.621052631579,2044.6175438596492,2126.5052631578947,2066.3087719298246
1245.7162629757786,1436.2560553633218,1515.8546712802768,2047.2318339100345,2112.235294117647,2079.5432525951555
1257.0176056338028,1441.8098591549297,1533.7042253521126,2098.489436619718,2154.478873239437,2122.760563380282
1242.9052631578948,1418.098245614035,1512.0666666666666,2100.3263157894735,2156.9122807017543,2127.0877192982457
1219.1649484536083,1403.1512027491408,1500.8694158075602,2113.0652920962198,2182.9484536082473,2151.443298969072
1144.339222614841,1330.3109540636042,1430.8586572438162,2085.381625441696,2183.844522968198,2160.9116607773854
1114.817543859649,1299.6526315789474,1408.5859649122808,2090.1122807017546,2198.414035087719,2186.624561403509
1090.7103448275861,1274.8275862068965,1387.0689655172414,2100.948275862069,2206.789655172414,2210.441379310345
1087.8200692041523,1274.1280276816608,1386.4152249134947,2096.110726643599,2202.6539792387543,2211.5432525951555
1016.6338028169014,1207.774647887324,1323.9190140845071,2101.81338028169,2207.806338028169,2232.8274647887324
981.1695501730104,1167.4256055363321,1286.3321799307957,2066.9792387543253,2176.287197231834,2241.8823529411766
922.0979020979021,1096.7692307692307,1216.7972027972028,1959.7167832167831,2131.3321678321677,2244.055944055944
915.0859106529209,1091.0515463917525,1206.1890034364262,1922.381443298969,2093.405498281787,2255.2646048109964
896.3310104529617,1070.3728222996515,1181.7073170731708,1876.2891986062718,2053.3449477351915,2270.0522648083625
885.9268292682926,1065.8257839721255,1164.348432055749,1836.4982578397212,2022.0662020905922,2278.3588850174215
877.8439716312057,1060.0815602836878,1139.6879432624114,1815.386524822695,2012.1914893617022,2268.6879432624114
870.2394366197183,1076.524647887324,1141.4577464788733,1802.75,2019.0492957746478,2273.3274647887324
875.8992805755396,1091.6690647482014,1151.3848920863309,1819.8956834532373,2035.3992805755395,2284.1079136690646
882.375,1106.7222222222222,1171.4618055555557,1837.5243055555557,2046.9583333333333,2306.597222222222
887.7038327526133,1121.445993031359,1189.567944250871,1847.8885017421603,2061.519163763066,2310.8710801393727
895.2862190812721,1134.8303886925796,1206.6113074204948,1862.9257950530036,2078.3074204946997,2320.632508833922
906.1448275862069,1152.5896551724138,1228.6896551724137,1871.1724137931035,2076.9827586206898,2324.9241379310347
911.9756944444445,1159.548611111111,1239.4131944444443,1883.3090277777778,2087.2881944444443,2328.125
911.809187279152,1164.946996466431,1246.409893992933,1891.0035335689047,2094.3356890459363,2338.86925795053
1031.2752613240418,1282.142857142857,1401.6132404181185,1962.7839721254356,2128.8257839721255,2335.4320557491287
1073.5017421602788,1351.2020905923346,1482.6550522648083,2024.1881533101046,2179.108013937282,2364.498257839721
1109.681660899654,1400.9446366782006,1537.0415224913495,2048.5951557093426,2196.0484429065746,2380.0207612456747
1148.7543859649122,1461.6491228070176,1605.919298245614,2087.6631578947367,2217.1719298245616,2400.557894736842
1192.791519434629,1516.494699646643,1670.3427561837457,2130.3992932862193,2231.0742049469964,2427.9611307420496
1270.6401384083044,1646.7301038062283,1817.5709342560554,2215.39446366782,2312.40830449827,2494.159169550173
1315.4154929577464,1716.4295774647887,1892.7535211267605,2258.1338028169016,2347.6267605633802,2529.4295774647885
1356.7711267605634,1769.806338028169,1951.3661971830986,2276.1021126760565,2346.0774647887324,2553.1795774647885
1396.3440860215053,1838.1827956989248,2020.741935483871,2309.3082437275984,2369.5627240143367,2585.3225806451615
1432.3908450704225,1877.8661971830986,2059.080985915493,2328.0669014084506,2369.2535211267605,2608.3098591549297
1463.6690140845071,1926.7147887323943,2108.31338028169,2356.299295774648,2399.225352112676,2632.073943661972
1484.9448275862069,1946.9793103448276,2129.8172413793104,2367.441379310345,2422.9655172413795,2638.979310344828
1502.7464788732395,1965.225352112676,2147.855633802817,2378.9401408450703,2440.978873239437,2643.8591549295775
1507.088028169014,1940.119718309859,2121.3838028169016,2371.978873239437,2428.56338028169,2627.137323943662
1521.886925795053,1893.9081272084807,2076.4134275618376,2368.5689045936397,2402.8056537102475,2595.8021201413426
1521.0104529616724,1887.3066202090592,2070.0801393728225,2364.752613240418,2398.397212543554,2590.108013937282
1521.8967971530249,1871.5729537366549,2053.8825622775803,2356.5836298932386,2390.5836298932386,2576.896797153025
1523.138888888889,1889.6215277777778,2070.215277777778,2373.2083333333335,2417.3055555555557,2585.9375
1526.1725352112676,1895.5352112676057,2073.9154929577467,2382.524647887324,2427.3591549295775,2588.225352112676
1524.2218309859154,1884.338028169014,2057.7464788732395,2365.0598591549297,2405.1267605633802,2579.725352112676
1524.7068965517242,1907.4137931034484,2080.096551724138,2375.993103448276,2419.655172413793,2592.7413793103447
1526.1690140845071,1892.1267605633802,2061.8591549295775,2376.0704225352115,2401.0140845070423,2595.281690140845
1514.8257839721255,1869.452961672474,2037.4285714285713,2354.9825783972124,2379.94425087108,2582.118466898955
1506.5223367697595,1855.5017182130584,2019.958762886598,2348.810996563574,2366.632302405498,2583.1649484536083
1498.1748251748252,1843.2762237762238,2003.811188811189,2335.909090909091,2364.573426573427,2569.874125874126
1487.9342560553632,1824.9411764705883,1981.0415224913495,2326.9965397923875,2362.2076124567475,2562.6401384083047
1479.3216783216783,1804.1748251748252,1952.020979020979,2324.2972027972028,2356.6433566433566,2559.2517482517483
1474.256227758007,1784.2241992882562,1925.4804270462635,2308.0782918149466,2339.814946619217,2546.064056939502
1468.3412969283277,1757.8361774744028,1889.023890784983,2292.638225255973,2323.1399317406144,2530.4402730375427
1468.1935483870968,1737.046594982079,1862.6021505376343,2288.0609318996417,2302.9820788530465,2530.093189964158
1461.704861111111,1732.076388888889,1856.0347222222222,2289.3020833333335,2306.875,2530.5729166666665
1452.321554770318,1687.809187279152,1801.851590106007,2254.367491166078,2277.7208480565373,2501.9929328621906
1445.6258741258741,1663.0524475524476,1772.0314685314686,2224.2482517482517,2249.9825174825173,2477.5594405594406
1438.403448275862,1640.0172413793102,1749.5206896551724,2207.3241379310343,2243.3931034482757,2459.441379310345
1432.6725352112676,1625.4718309859154,1732.2887323943662,2185.9295774647885,2214.992957746479,2442.489436619718
1421.0,1601.3485915492959,1697.9260563380283,2161.595070422535,2192.538732394366,2422.0598591549297
1414.4982206405693,1613.3451957295374,1707.2775800711743,2175.2419928825625,2205.4982206405693,2429.594306049822
1406.7820069204151,1626.3494809688582,1720.0761245674742,2175.968858131488,2217.968858131488,2428.910034602076
1407.4204946996467,1656.1696113074204,1746.7455830388692,2216.1448763250883,2257.7420494699645,2456.9469964664313
1408.096885813149,1659.8166089965398,1750.4325259515572,2229.5259515570933,2270.7474048442905,2464.318339100346
1412.1958041958042,1670.618881118881,1762.2377622377621,2244.122377622378,2283.664335664336,2463.8146853146854
1416.4773519163764,1682.6167247386759,1777.8257839721255,2259.425087108014,2315.1114982578397,2460.581881533101
1421.7062937062938,1661.020979020979,1756.409090909091,2256.9965034965035,2312.318181818182,2454.9055944055945
1429.1508771929825,1673.2315789473685,1765.901754385965,2278.719298245614,2343.6491228070176,2464.5649122807017
1439.9388489208634,1660.3848920863309,1753.9028776978416,2270.3741007194244,2332.7194244604316,2461.744604316547
1469.8362369337979,1717.637630662021,1812.979094076655,2316.637630662021,2389.456445993031,2499.1463414634145
1483.3241379310346,1754.8310344827587,1855.058620689655,2346.562068965517,2412.844827586207,2532.537931034483
1498.6933797909408,1789.2996515679442,1903.5331010452962,2381.149825783972,2431.836236933798,2568.1602787456445
1513.017361111111,1845.951388888889,1966.232638888889,2416.378472222222,2475.1631944444443,2614.8368055555557
1527.21875,1884.1597222222222,2004.5381944444443,2453.5138888888887,2521.21875,2664.9305555555557
1533.520979020979,1888.3181818181818,2007.0594405594406,2461.5944055944055,2535.769230769231,2684.7972027972028
1535.8235294117646,1866.4429065743946,1981.2318339100345,2447.3667820069204,2527.8685121107264,2682.598615916955
1536.9651567944252,1848.623693379791,1962.7421602787456,2434.466898954704,2522.738675958188,2676.031358885017
1536.7333333333333,1825.9859649122807,1941.778947368421,2409.838596491228,2512.6315789473683,2626.021052631579
1533.3494809688582,1844.4117647058824,1967.9584775086505,2428.9861591695503,2540.5397923875435,2629.4117647058824
1532.7237762237762,1854.43006993007,1975.6783216783217,2450.4825174825173,2574.4055944055945,2636.3916083916083
1532.5524475524476,1849.7797202797203,1966.027972027972,2464.5104895104896,2588.4755244755243,2638.6748251748254
1534.5176056338028,1858.4612676056338,1968.5915492957747,2507.6971830985917,2623.9718309859154,2661.6161971830984
1542.020905923345,1915.411149825784,2020.6794425087107,2574.756097560976,2721.247386759582,2696.01393728223
1551.2482517482517,1972.909090909091,2088.213286713287,2635.1783216783215,2798.2482517482517,2736.2167832167834
1554.4758620689656,1984.4724137931034,2102.5655172413794,2672.5,2831.093103448276,2748.248275862069
1559.2070175438596,1988.4877192982456,2112.978947368421,2688.656140350877,2856.754385964912,2750.20701754386
1559.8275862068965,2007.396551724138,2139.8137931034485,2713.7586206896553,2902.479310344828,2753.710344827586
1563.1368421052632,1999.0877192982457,2137.5929824561404,2713.2877192982455,2894.5087719298244,2752.7157894736843
1565.5263157894738,1989.5894736842106,2143.143859649123,2712.9438596491227,2892.221052631579,2748.157894736842
1561.7202797202797,1965.8706293706293,2119.195804195804,2683.6363636363635,2859.076923076923,2721.416083916084
1557.9241379310345,1941.0724137931034,2094.6103448275862,2652.7275862068964,2837.4896551724137,2687.0862068965516
1553.3591549295775,1911.725352112676,2065.323943661972,2619.9119718309857,2793.394366197183,2650.774647887324
1551.9475524475524,1900.0664335664335,2062.72027972028,2617.444055944056,2789.111888111888,2646.083916083916
1542.155172413793,1882.010344827586,2042.3896551724138,2602.458620689655,2775.1310344827584,2620.303448275862
1537.5283687943263,1887.049645390071,2048.8971631205673,2579.195035460993,2749.8936170212764,2602.255319148936
1537.5853658536585,1882.7770034843206,2044.8432055749129,2576.7839721254354,2737.7770034843206,2597.1254355400697
1537.9477351916375,1895.8118466898954,2061.1393728222997,2579.4355400696863,2735.198606271777,2602.756097560976
1537.013888888889,1901.9930555555557,2068.9131944444443,2560.2326388888887,2715.8194444444443,2586.78125
1536.279151943463,1907.3710247349823,2077.5547703180214,2555.975265017668,2703.6395759717316,2580.4699646643107
1538.341637010676,1930.1565836298932,2101.679715302491,2537.2277580071172,2687.665480427046,2574.3309608540926
1535.2752613240418,1917.5923344947735,2084.1428571428573,2528.212543554007,2665.881533101045,2562.466898954704
1535.6083916083917,1930.6013986013986,2095.472027972028,2526.8251748251746,2662.846153846154,2560.8706293706296
1532.6690391459074,1889.1565836298932,2047.288256227758,2471.935943060498,2619.1957295373663,2511.8078291814945
1529.2926829268292,1874.3519163763067,2023.1463414634147,2456.4146341463415,2596.4947735191636,2497.5714285714284
1523.6829268292684,1802.7317073170732,1944.0662020905922,2423.268292682927,2529.8118466898954,2459.547038327526
1531.6805555555557,1762.611111111111,1876.8506944444443,2395.7673611111113,2473.5486111111113,2437.809027777778
1538.4545454545455,1784.2797202797203,1884.4615384615386,2409.2167832167834,2493.9755244755243,2444.6923076923076
1544.3090277777778,1834.90625,1930.9756944444443,2459.3819444444443,2553.5243055555557,2481.034722222222
1551.1584507042253,1864.3239436619717,1961.524647887324,2476.2042253521126,2565.468309859155,2496.9084507042253
1555.0557491289198,1938.878048780488,2045.121951219512,2557.822299651568,2638.6864111498257,2565.8675958188155
1561.8745644599303,1957.128919860627,2067.9163763066204,2609.2996515679442,2682.8885017421603,2613.062717770035
1548.2439024390244,1908.2160278745644,2015.7770034843206,2611.6132404181185,2693.3797909407667,2630.4355400696863
1543.9719298245614,1905.701754385965,2014.4140350877192,2644.059649122807,2737.438596491228,2662.877192982456
1531.773519163763,1900.1672473867595,2008.9337979094078,2682.243902439024,2783.8536585365855,2708.682926829268
1520.1267605633802,1888.8838028169014,2001.25,2700.774647887324,2821.3591549295775,2734.257042253521
1491.5035971223022,1901.910071942446,2018.230215827338,2743.9352517985612,2863.956834532374,2775.384892086331
1468.0104895104896,1881.9545454545455,1994.8671328671328,2756.346153846154,2892.951048951049,2787.104895104895
1440.0243055555557,1856.8368055555557,1967.4097222222222,2764.347222222222,2926.8958333333335,2792.6111111111113
1406.5397923875432,1791.370242214533,1891.1730103806228,2737.4359861591697,2928.712802768166,2769.8650519031144
1382.6855123674911,1733.8374558303888,1827.636042402827,2712.2402826855123,2903.9434628975264,2746.0671378091874
1356.9444444444443,1671.9375,1757.1215277777778,2674.3506944444443,2868.6458333333335,2702.9861111111113
1332.3658536585365,1628.5331010452962,1708.630662020906,2624.6550522648085,2827.98606271777,2660.3867595818815
1313.5587188612099,1587.932384341637,1659.4768683274021,2590.4483985765123,2803.836298932384,2621.943060498221
1298.757785467128,1562.3979238754325,1632.0899653979238,2570.401384083045,2775.1418685121107,2598.100346020761
1287.1458333333333,1544.732638888889,1608.2569444444443,2538.71875,2756.0486111111113,2571.340277777778
1274.0416666666667,1504.013888888889,1562.4791666666667,2500.96875,2719.4305555555557,2535.027777777778
1258.298611111111,1475.763888888889,1530.5104166666667,2453.690972222222,2675.7916666666665,2499.878472222222
1252.39222614841,1455.3780918727916,1507.399293286219,2437.8657243816256,2655.166077738516,2478.5300353356893
1231.957597173145,1406.756183745583,1457.2367491166078,2369.3427561837457,2576.60777385159,2428.6855123674914
1236.8819444444443,1401.8784722222222,1451.4131944444443,2345.809027777778,2545.5763888888887,2413.715277777778
1235.444055944056,1414.3671328671328,1462.7937062937062,2344.388111888112,2535.188811188811,2415.6293706293704
1233.5985915492959,1418.781690140845,1468.6514084507041,2326.7640845070423,2509.556338028169,2404.4647887323945
1258.599315068493,1504.0239726027398,1628.6198630136987,1957.1746575342465,2001.986301369863,2156.503424657534
1259.2202797202797,1501.1958041958042,1623.548951048951,1953.7867132867134,2001.4125874125873,2154.7727272727275
1259.0457746478874,1495.9366197183099,1616.718309859155,1951.2535211267605,1995.2042253521126,2150.450704225352
1254.2491228070176,1499.5333333333333,1622.8245614035088,1961.5052631578947,2010.0561403508773,2159.585964912281
1250.5208333333333,1491.0520833333333,1614.0590277777778,1951.513888888889,2000.3680555555557,2148.3611111111113
1248.2676056338028,1492.8838028169014,1617.9260563380283,1954.0,2008.2640845070423,2147.4471830985917
1239.826388888889,1470.3715277777778,1595.7465277777778,1948.1875,1998.84375,2139.9756944444443
1236.7491166077739,1477.0070671378091,1602.6996466431096,1955.363957597173,2010.2296819787987,2140.7667844522966
1224.920138888889,1457.0104166666667,1586.6180555555557,1957.0208333333333,2007.53125,2128.7951388888887
1218.0598591549297,1453.9507042253522,1586.1795774647887,1961.2711267605634,2012.468309859155,2125.475352112676
1212.451048951049,1453.1433566433566,1583.8356643356644,1968.090909090909,2026.3041958041958,2123.8216783216785
1207.9295774647887,1447.855633802817,1580.0915492957747,1973.2147887323943,2032.911971830986,2120.306338028169
1196.0280701754386,1445.8,1587.778947368421,1969.2280701754387,2048.2912280701753,2111.733333333333
1175.4330985915492,1417.1514084507041,1563.0985915492959,1982.5035211267605,2067.68661971831,2113.7147887323945
1167.111111111111,1384.9618055555557,1527.5034722222222,1973.8333333333333,2055.809027777778,2106.6180555555557
1156.829861111111,1360.138888888889,1498.8854166666667,1962.2465277777778,2052.1631944444443,2094.8923611111113
1146.7993079584776,1348.1487889273355,1484.1937716262976,1957.7923875432525,2053.121107266436,2094.826989619377
1136.718309859155,1325.2042253521126,1458.8521126760563,1948.637323943662,2043.387323943662,2087.3802816901407
1121.659649122807,1322.519298245614,1454.2105263157894,1962.340350877193,2066.1543859649123,2094.073684210526
1109.9401408450703,1313.0985915492959,1442.4014084507041,1959.225352112676,2080.8661971830984,2089.1725352112676
1102.1198630136987,1303.414383561644,1431.9212328767123,1957.7671232876712,2099.582191780822,2087.8698630136987
1095.2465277777778,1298.3958333333333,1423.267361111111,1948.673611111111,2097.972222222222,2084.565972222222
1088.5483870967741,1280.3118279569892,1401.953405017921,1937.810035842294,2082.1863799283155,2075.9211469534052
1080.409893992933,1260.844522968198,1377.5689045936397,1925.7491166077739,2070.035335689046,2069.7950530035337
1072.5384615384614,1245.444055944056,1357.6048951048951,1928.4335664335665,2078.1503496503497,2065.8986013986014
1067.6689655172413,1241.1827586206896,1354.5344827586207,1929.551724137931,2084.8,2060.348275862069
1062.774647887324,1232.4859154929577,1345.9929577464789,1926.7464788732395,2075.725352112676,2051.5598591549297
1057.1971830985915,1245.2323943661972,1357.6830985915492,1933.0774647887324,2083.975352112676,2054.739436619718
1052.2932862190812,1253.946996466431,1359.8233215547702,1924.3356890459363,2078.310954063604,2040.8657243816253
1047.6539792387543,1266.1799307958477,1368.4359861591695,1928.1937716262976,2079.750865051903,2043.5951557093426
1042.1045296167247,1257.4564459930314,1356.1567944250871,1924.128919860627,2073.756097560976,2047.01393728223
1039.0960854092527,1245.4199288256227,1341.9857651245552,1923.0142348754448,2046.9608540925267,2051.3701067615657
1036.0836236933799,1229.2369337979094,1323.2891986062718,1902.0034843205574,2022.658536585366,2040.9825783972126
1033.630662020906,1219.5261324041812,1313.3728222996515,1880.2857142857142,2004.8048780487804,2035.348432055749
1029.376306620209,1222.5365853658536,1318.1602787456445,1861.01393728223,1983.8919860627177,2022.5923344947735
1027.7859649122806,1220.877192982456,1317.4877192982456,1848.1649122807019,1965.098245614035,2017.3578947368421
1027.4564459930314,1220.376306620209,1317.8745644599303,1845.0940766550523,1958.0522648083625,2006.9686411149826
1026.9037800687286,1223.1718213058418,1318.7285223367699,1828.2474226804125,1926.0309278350514,1992.085910652921
1026.4842105263158,1214.961403508772,1311.6350877192983,1801.6526315789474,1888.8245614035088,1964.6456140350876
1023.2140350877193,1207.5964912280701,1306.1859649122807,1760.6070175438597,1819.8947368421052,1913.1543859649123
1021.8041958041958,1201.4545454545455,1302.2867132867134,1746.6433566433566,1800.5384615384614,1897.2202797202797
1021.9094076655052,1194.8432055749129,1296.7247386759582,1741.4878048780488,1789.2891986062718,1882.6202090592335
1021.2014134275619,1185.8303886925796,1283.2473498233217,1730.756183745583,1786.113074204947,1863.8939929328621
1017.1161971830986,1167.5211267605634,1259.4894366197184,1725.355633802817,1794.9401408450703,1844.4154929577464
1005.6360424028269,1150.2226148409893,1237.904593639576,1743.9116607773851,1801.7844522968198,1845.0565371024734
990.4330985915493,1152.031690140845,1238.5105633802816,1761.225352112676,1838.225352112676,1848.838028169014
977.4119718309859,1160.5739436619717,1248.7887323943662,1780.4225352112676,1868.6725352112676,1865.281690140845
963.7447552447552,1160.493006993007,1250.2202797202797,1797.56993006993,1894.2832167832169,1879.6853146853148
959.2982456140351,1158.6421052631579,1252.7228070175438,1816.2421052631578,1905.3298245614035,1895.3684210526317
953.6020761245675,1145.6401384083044,1239.8166089965398,1817.484429065744,1907.5121107266436,1895.6955017301038
950.1875,1137.78125,1230.9722222222222,1820.7569444444443,1907.8090277777778,1895.9097222222222
